id	source	target
scene-tmp-00490	Excavation of Topes Ancient Rezenid City	挖掘 托佩斯 古代 雷澤尼德 城市
scene-tmp-00492	Characters	角色
scene-tmp-00493	Cabinet	內閣
scene-tmp-00494	Commission for Fair Trade and Competition	公平貿易與競爭委員會
scene-tmp-00495	Political Party:	政黨：
scene-tmp-00496	Diplomacy	外交
scene-tmp-00500	Next Entry	下一條目
scene-tmp-00501	Negotiating Power	談判籌碼
scene-tmp-00502	High	高
scene-tmp-00503	NOTABLE MEMBERS	重要成員
scene-tmp-00505	The steady sounds of clip-clopping hooves pulling creaking carriages will be absent from the streets in Chicago starting next year after the City Council on Friday voted to ban horse-drawn carriages.


Under the ordinance, which is effective Jan. 1, 2021, operators will be unable to renew their licenses, and the city will stop issuing new ones.


The horse-drawn carriage industry has been shrinking for years. The city now has 10 carriage licenses that will expire at the end of the year, The Chicago Tribune reported. At one point, it had 60 licenses available, according to The Associated Press.	從明年開始，芝加哥街頭將不再有馬車行駛時發出的噠噠馬蹄聲和吱呀聲，市議會於週五投票禁止了馬車。


根據該條例，自2021年1月1日起生效，運營商將無法續簽執照，市政府也將停止發放新執照。


據《芝加哥論壇報》報導，馬車行業多年來一直在萎縮。該市目前有10個馬車執照將於年底到期。據美聯社報導，該市曾一度提供60個執照。
scene-tmp-00506	Enemy Unit	敵方單位
scene-tmp-00507	The Crown orders the establishment of a state-of-the-art bomber jet factory in Jales, within Brenas province. Specializing in the production of advanced bombers, the facility will significantly enhance the Kingdom’s offensive air capabilities. These bombers are designed for precision strikes on both land and sea targets, ensuring strategic dominance in future operations.

This decree strengthens the Kingdom’s military power, focusing on long-range strike capabilities and operational flexibility.	王室下令在布雷納斯省的賈萊斯建立一座最先進的轟炸機工廠。該設施專門生產先進轟炸機，將顯著增強王國的空中進攻能力。這些轟炸機專為對陸地和海上目標進行精確打擊而設計，確保在未來的行動中佔據戰略優勢。

該法令加強了王國的軍事力量，重點在於遠程打擊能力和作戰靈活性。
scene-tmp-00508	ECONOMY	經濟
scene-tmp-00509	There is already an active scene.	已有活躍場景。
scene-tmp-00510	Air drop a paratrooper	空投傘兵
scene-tmp-00511	Toggle whether unit stats should be displayed or not	切換是否顯示單位數據
scene-tmp-00513	Action Points	法案點數
scene-tmp-00514	Benfi, nicknamed “The Jewel of Gruni”, is the 7th biggest and 3rd wealthiest city in Republic of Sordland. It is located in the south-eastern region of Gruni by the Ves Sea. 

It is internationally renowned for its beaches and wine, and very popular as a cheaper alternative to the luxurious coasts of Lespia. It produces 1/5 of Sordland’s tourism income alone.	本菲，被稱為「格魯尼之寶」，是蘇德蘭共和國第七大城市，也是第三富裕的城市。它位於格魯尼東南部，毗鄰維斯海（Ves Sea）。

它以海灘和葡萄酒聞名於世，作為萊斯皮亞豪華海岸線的平價替代選擇而廣受歡迎。僅此一地就貢獻了蘇德蘭五分之一的旅遊收入。
scene-tmp-00515	Notepad	記事本
scene-tmp-00516	Paratrooper	傘兵
scene-tmp-00517	Edit Name:	編輯名稱：
scene-tmp-00518	Republic of Lespia	萊斯皮亞共和國
scene-tmp-00520	SITUATIONS	局勢
scene-tmp-00521	Sign	簽署
scene-tmp-00522	Rizian Army	里齊亞人 軍隊
scene-tmp-00523	Codex Entry	百科條目
scene-tmp-00524	Save	儲存
scene-tmp-00525	Under Construction	建設中
scene-tmp-00526	POLICIES	政策
scene-tmp-00527	Links	連結
scene-tmp-00528	CHANGES OVER TIME	隨時間的變化
scene-tmp-00529	Past Reports	過往報告
scene-tmp-00530	Open City Information	開啟城市資訊
scene-tmp-00532	Entry	條目
scene-tmp-00533	Decisions	決策
scene-tmp-00534	Section 1	第一節
scene-tmp-00535	Load Last Checkpoint	載入最後檢查點
scene-tmp-00536	Country Overview	國家 結束概覽
scene-tmp-00538	Trucks	卡車
scene-tmp-00539	Armored Divisions can move faster on supply lines but will suffer when attacking mountains.	裝甲師在補給線上移動速度較快，但在山區進攻時會受到懲罰。
scene-tmp-00540	Journal	日誌
scene-tmp-00541	Current Turn	當前回合
scene-tmp-00542	Select a Tile	選擇一個地塊
scene-tmp-00543	Topic	主題
scene-tmp-00544	New Save	新存檔
scene-tmp-00546	Fortify	築壘
scene-tmp-00547	Turn	回合
scene-tmp-00548	Open Codex Entry	開啟法典條目
scene-tmp-00549	Fortify a unit 
Heal {0} <sprite name="organization"> per turn 
Add {1} <sprite name="defence"> defence	築壘單位 
每回合恢復 {0} <sprite name="organization"> 
增加 {1} <sprite name="defence"> 防禦
scene-tmp-00550	Law	法律
scene-tmp-00551	narration text	敘事文本
scene-tmp-00552	No decrees currently available in this category	此類別目前沒有可用的法令
scene-tmp-00553	Currently Active:	目前 法案ive：
scene-tmp-00554	Back to Codex	返回法典
scene-tmp-00555	End Turn	結束回合
scene-tmp-00556	Ethnicity	種族
scene-tmp-00557	The Grand National Assembly	大國民議會
scene-tmp-00558	All land border tiles must have a unit.	所有陸地邊界板塊必須駐紮部隊。
scene-tmp-00559	Veto	否決
scene-tmp-00561	Type here to search...	在此輸入搜尋內容...
scene-tmp-00562	Open Demographics	開啟人口統計
scene-tmp-00563	Air supports for 1 turn
+{0} <sprite name="attack">
+{0} <sprite name="defence">
+{0} <sprite name="support">	空中支援 1 回合
+{0} <sprite name="attack">
+{0} <sprite name="defence">
+{0} <sprite name="support">
scene-tmp-00564	Enter save file name...	輸入存檔名稱...
scene-tmp-00565	DEPLOYED	已部署
scene-tmp-00566	Hyperlinks	超連結
scene-tmp-00567	In Training	訓練中
scene-tmp-00568	Tutorial	教學
scene-tmp-00569	In the graph below, you can track the economy's growth over time and use the timeline filter to explore historical data.	在下方的圖表中，您可以追蹤經濟隨時間的增長，並使用時間軸篩選器來探索歷史數據。
scene-tmp-00570	Reinforcements	增援
scene-tmp-00572	Campaing Finance Bill	競選財務法案
scene-tmp-00574	Next	下一頁
scene-tmp-00575	Continue...	繼續...
scene-tmp-00576	Naval Invasion	海軍入侵
scene-tmp-00577	News	新聞
scene-tmp-00579	Construction	建設
scene-tmp-00580	Low	低
scene-tmp-00581	You have given away your powers to veto bills.	你已經放棄了否決法案的權力。
scene-tmp-00582	Military	軍隊
scene-tmp-00583	Previous Entry	上一條目
scene-tmp-00584	Deploy additional units	部署額外單位
scene-tmp-00585	Toggle Unit Stats	切換單位數據
scene-tmp-00586	Grander Asemble au Altmer dei Sordland	Grander Asemble au Altmer dei 蘇德蘭
scene-tmp-00587	World Map	世界地圖
scene-tmp-00588	Submarines	潛水艇
scene-tmp-00589	EMERGENCY DECLARED	已宣佈緊急狀態
scene-tmp-00590	Resources & Units	資源與單位
scene-tmp-00591	Suporrt Explanation	支持說明
scene-tmp-00592	Economical Growth	經濟增長
scene-tmp-00593	Old Guard refer to the Sollists from the old administration who defends the status quo and promotes conservative politics. Some claim that they established a deep state that controls the state apparatus.	舊衛隊 指的是來自舊政府的 索爾主義者，他們捍衛現狀並推動保守派政治。有人聲稱他們建立了一個控制國家機器的深層政府。
scene-tmp-00594	Return to Conversation	返回對話
scene-tmp-00595	Restart	重新開始
scene-tmp-00596	Invade a shore tile with a marine	使用海軍陸戰隊入侵海岸地塊
scene-tmp-00597	Bomber Planes	轟炸機
scene-tmp-00598	Anton	安東
scene-tmp-00599	USP	團結社會黨
scene-tmp-00600	Demographics	人口統計
scene-tmp-00601	STABILITY	穩定度
scene-tmp-00602	The nationalist general who led a military coup and declared martial law in 1927.	這位民族主義將領在1927年發動軍事政變並宣佈戒嚴。
